purchaseorder,po_itemnumber,purchaserequisition,pr_itemnumber,po_serialnumber,po_returnsitem,po_purchasingdoctype,po_purchasingdoctypedesc,po_purchasingdocdate,po_deletionindicator,po_purchasingorg,po_purchasingorgdesc,po_companycode,po_companycodedesc,po_purchasinggroup,po_purchasinggroupdesc,po_vendornumber,po_vendorname,po_vendoraccountgroup,po_vendoraccountgroupdesc,po_supplierclassification,po_countrykey,po_localorinternational,po_plant,po_plantdesc,po_storageloc,po_createdon,po_createdby_name,po_documentyear,po_accountassignmentcat,po_accountassignmentcatdesc,po_accntassignmentcatvaluedesc,po_version,po_incoterms1,po_processingstatuscode,po_processingstatus,po_postingdate,po_approvaldate,po_paymentterms,po_paymenttermsdesc,material,materialdesc,materialgroup,materialgroupdesc,materialtype,materialtypedesc,po_deliverydate,po_unitofmeasure,po_orderpriceunit,po_orderquantity,po_priceunit,po_netprice,po_currency,po_netordervalue,po_netamount,po_deliveredqty,po_deliveredqtyvalue,po_pendingdeliveryqty,po_pendingdeliveryvalue,po_deliverycompleteindicator,po_paymentstatus,po_advancepayment,po_paymentdate,po_headerstatus,po_itemstatus,pr_documenttype,pr_creationdate,pr_createdby_name,pr_approvalstatuscode,pr_approvalstatus,pr_approveddate,pr_processingstatuscode,pr_processingstatus,pr_companycode,pr_companycodedesc,pr_plant,pr_plantdesc,pr_orderqty,pr_unitofmeasure,pr_closedindicator,pr_deletionindicator,recordskipindicator,lastchangedatetime
null,00000,2000140418,00020,0,null,null,null,00000000,null,null,null,null,null,595,Kent Saro,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,2000000879,TRANSPORTATION CHARGES,G121330,Courier Expenses,SERV,Services,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20231101,Kent Saro,null,Rejected,20231101,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,1,UNT,null,null,null,null
null,00000,4000044875,00010,0,null,null,null,00000000,null,null,null,null,null,332,Christian PAT,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,2000014521,CAMP ACCOMMODATION RENTAL CHARGES,D050000,Speciality Services,SERV,Services,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZSPR,20231018,Christian PAT,X,Approved,20231018,B,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,3,MON,null,null,null,null
null,00000,4000044842,00010,0,null,null,null,00000000,null,null,null,null,null,332,Christian PAT,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,2000014521,CAMP ACCOMMODATION RENTAL CHARGES,D050000,Speciality Services,SERV,Services,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZSPR,20231018,Christian PAT,X,Approved,20231018,B,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,8,MON,null,null,null,null
null,00000,4000044842,00020,0,null,null,null,00000000,null,null,null,null,null,332,Christian PAT,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,2000001515,SUPPLY OF FOOD,G121430,Food Expenses,SERV,Services,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZSPR,20231018,Christian PAT,X,Approved,20231018,B,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,8,NO,null,null,null,null
null,00000,4000044797,00050,0,null,null,null,00000000,null,null,null,null,null,332,Christian PAT,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,2000000185,INSURANCE CHARGES,G190000,Insurances,SERV,Services,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZSPR,20231018,Christian PAT,null,null,00000000,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,1000,UNT,null,null,null,null
null,00000,2000140686,00010,0,null,null,null,00000000,null,null,null,null,null,595,Kent Saro,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,2000000879,TRANSPORTATION CHARGES,G121330,Courier Expenses,SERV,Services,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20231101,Kent Saro,X,Approved,20231102,B,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,60,UNT,null,null,null,null
null,00000,2000140686,00020,0,null,null,null,00000000,null,null,null,null,null,595,Kent Saro,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,2000000879,TRANSPORTATION CHARGES,G121330,Courier Expenses,SERV,Services,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20231101,Kent Saro,X,Approved,20231102,B,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,10,UNT,null,null,null,null
null,00000,2000140686,00030,0,null,null,null,00000000,null,null,null,null,null,595,Kent Saro,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,2000000879,TRANSPORTATION CHARGES,G121330,Courier Expenses,SERV,Services,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20231101,Kent Saro,X,Approved,20231102,B,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,10,UNT,null,null,null,null
null,00000,2000140686,00040,0,null,null,null,00000000,null,null,null,null,null,595,Kent Saro,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,2000000879,TRANSPORTATION CHARGES,G121330,Courier Expenses,SERV,Services,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20231101,Kent Saro,X,Approved,20231102,B,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,15,UNT,null,null,null,null
null,00000,2000140802,00020,0,null,null,null,00000000,null,null,null,null,null,595,Kent Saro,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,2000000879,TRANSPORTATION CHARGES,G121330,Courier Expenses,SERV,Services,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20231101,Kent Saro,X,Approved,20231102,B,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,1,UNT,null,null,null,null
null,00000,2000126335,00140,0,null,null,null,00000000,null,null,null,null,null,430,Abel Khan,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,4000000776,"SUGAR, 5.00 KG",G111160,Kitchen & Pantry Consumables,NLAG,Non-Stock Materials,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230814,Abel Khan,X,Approved,20230827,B,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,3,PAK,null,null,null,null
null,00000,2000126263,00170,0,null,null,null,00000000,null,null,null,null,null,430,Abel Khan,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,4000000753,"PAPER CUP, 7OZ 50 PCS/PACK",G111160,Kitchen & Pantry Consumables,NLAG,Non-Stock Materials,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230814,Abel Khan,X,Approved,20230827,B,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,60,PAK,null,null,null,null
null,00000,2000126335,00120,0,null,null,null,00000000,null,null,null,null,null,430,Abel Khan,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,4000000751,"NESCAFE, RED MUG, 200 GRAMS/BOTTLE",G111160,Kitchen & Pantry Consumables,NLAG,Non-Stock Materials,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230814,Abel Khan,X,Approved,20230827,B,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,10,NO,null,null,null,null
null,00000,2000126335,00050,0,null,null,null,00000000,null,null,null,null,null,430,Abel Khan,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,4000000788,"TEA BAG, LIPTON (100 PCS/PACK) - YELLOW",G111160,Kitchen & Pantry Consumables,NLAG,Non-Stock Materials,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230814,Abel Khan,X,Approved,20230827,B,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,5,PAK,null,null,null,null
null,00000,2000126263,00250,0,null,null,null,00000000,null,null,null,null,null,430,Abel Khan,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,4000012113,MINERAL WATER 330 ML,G111160,Kitchen & Pantry Consumables,NLAG,Non-Stock Materials,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230814,Abel Khan,X,Approved,20230827,B,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,3,KAR,null,null,null,null
null,00000,2000126335,00020,0,null,null,null,00000000,null,null,null,null,null,430,Abel Khan,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,4000012113,MINERAL WATER 330 ML,G111160,Kitchen & Pantry Consumables,NLAG,Non-Stock Materials,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230814,Abel Khan,X,Approved,20230827,B,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,20,KAR,null,null,null,null
null,00000,2000126263,00100,0,null,null,null,00000000,null,null,null,null,null,430,Abel Khan,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,4000012104,"DISH WASH LIQUID ,1 L",G111160,Kitchen & Pantry Consumables,NLAG,Non-Stock Materials,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230814,Abel Khan,X,Approved,20230827,B,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,2,NO,null,null,null,null
null,00000,2000126263,00220,0,null,null,null,00000000,null,null,null,null,null,430,Abel Khan,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,4000021037,"TISSUE, MAXI ROLL, 2-PLY, 6 ROLLS/CASE",G111160,Kitchen & Pantry Consumables,NLAG,Non-Stock Materials,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230814,Abel Khan,X,Approved,20230827,B,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,20,BDL,null,null,null,null
null,00000,2000126263,00010,0,null,null,null,00000000,null,null,null,null,null,430,Abel Khan,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,4000000731,"AIR FRESHENER, 300 ML, BRAND: GLADE/AIR",G111160,Kitchen & Pantry Consumables,NLAG,Non-Stock Materials,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230814,Abel Khan,X,Approved,20230827,B,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,30,NO,null,null,null,null
null,00000,2000126263,00120,0,null,null,null,00000000,null,null,null,null,null,430,Abel Khan,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,4000021038,"TISSUE, FACIAL, 2-PLY, 30 BOXES/CARTON",G111160,Kitchen & Pantry Consumables,NLAG,Non-Stock Materials,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230814,Abel Khan,X,Approved,20230827,B,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,2,KAR,null,null,null,null
null,00000,4000044797,00100,0,null,null,null,00000000,null,null,null,null,null,332,Christian PAT,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,2000006237,Consultancy Service Charges,G201430,Certification Charges,SERV,Services,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZSPR,20231018,Christian PAT,null,null,00000000,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,1000,UNT,null,null,null,null
null,00000,2000126351,00070,0,null,null,null,00000000,null,null,null,null,null,430,Abel Khan,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,4000000071,"BALL PEN, BLUE, 50 PCS/PACK",G121130,Stationery Expenses,NLAG,Non-Stock Materials,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230814,Abel Khan,X,Approved,20230815,B,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,2,PAK,null,null,null,null
null,00000,2000134215,00010,0,null,null,null,00000000,null,null,null,null,null,430,Abel Khan,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,100000074009,"HAND GLOVES, COTTON (DOTTED) DOUBLE SIDE",G131230,Gloves,ZCON,Consumables,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230930,Abel Khan,X,Approved,20231004,B,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,5000,PAA,null,null,null,null
null,00000,2000134826,00260,0,null,null,null,00000000,null,null,null,null,null,430,Abel Khan,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,100000074009,"HAND GLOVES, COTTON (DOTTED) DOUBLE SIDE",G131230,Gloves,ZCON,Consumables,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20231002,Abel Khan,X,Approved,20231014,B,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,5000,PAA,null,null,null,null
null,00000,2000144499,00010,0,null,null,null,00000000,null,null,null,null,null,430,Abel Khan,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,100000074009,"HAND GLOVES, COTTON (DOTTED) DOUBLE SIDE",G131230,Gloves,ZCON,Consumables,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20231120,Abel Khan,X,Approved,20231125,B,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,10000,PAA,null,null,null,null
null,00000,2000126351,00190,0,null,null,null,00000000,null,null,null,null,null,430,Abel Khan,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,4000000190,CORRECTION TAPE,G121130,Stationery Expenses,NLAG,Non-Stock Materials,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230814,Abel Khan,X,Approved,20230815,B,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,10,NO,null,null,null,null
null,00000,2000135213,00020,0,null,null,null,00000000,null,null,null,null,null,430,Abel Khan,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,2000001515,SUPPLY OF FOOD,G121430,Food Expenses,SERV,Services,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20231004,Abel Khan,null,Rejected,20231005,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,4,NO,null,null,null,null
null,00000,2000126335,00040,0,null,null,null,00000000,null,null,null,null,null,430,Abel Khan,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,4000016131,COFFEE MATE (400GRM/BOTTLE),G111160,Kitchen & Pantry Consumables,NLAG,Non-Stock Materials,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230814,Abel Khan,X,Approved,20230827,B,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,35,NO,null,null,null,null
null,00000,4000047512,00020,0,null,null,null,00000000,null,null,null,null,null,332,Christian PAT,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,2000014521,CAMP ACCOMMODATION RENTAL CHARGES,D050000,Speciality Services,SERV,Services,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZSPR,20231120,Christian PAT,X,Approved,20231121,B,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,1,MON,null,null,null,null
null,00000,4000047512,00010,0,null,null,null,00000000,null,null,null,null,null,332,Christian PAT,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,2000014521,CAMP ACCOMMODATION RENTAL CHARGES,D050000,Speciality Services,SERV,Services,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZSPR,20231120,Christian PAT,X,Approved,20231121,B,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,1,MON,null,null,null,null
null,00000,4000047512,00030,0,null,null,null,00000000,null,null,null,null,null,332,Christian PAT,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,2000014521,CAMP ACCOMMODATION RENTAL CHARGES,D050000,Speciality Services,SERV,Services,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZSPR,20231120,Christian PAT,X,Approved,20231121,B,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,1,MON,null,null,null,null
null,00000,2000137276,00100,0,null,null,null,00000000,null,null,null,null,null,216,Ada Abua,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,100000076513,SCREW DRIVER SET (7 PCS/SET),M031550,Small Tools,ZCON,Consumables,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20231014,Ada Abua,X,Approved,20231101,B,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,1,SET,null,null,null,null
null,00000,2000126263,00160,0,null,null,null,00000000,null,null,null,null,null,430,Abel Khan,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,4000000723,"MOP BUCKET, CAPACITY: 20 LITER",G111160,Kitchen & Pantry Consumables,NLAG,Non-Stock Materials,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230814,Abel Khan,X,Approved,20230827,B,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,1,NO,null,null,null,null
null,00000,2000126263,00150,0,null,null,null,00000000,null,null,null,null,null,430,Abel Khan,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,100000124326,"GARBAGE BAG, BLACK - 124 CM X 140 CM - 8",G111190,House Keeping Consumables,ZCON,Consumables,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230814,Abel Khan,X,Approved,20230827,B,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,1,BDL,null,null,null,null
null,00000,2000126351,00150,0,null,null,null,00000000,null,null,null,null,null,430,Abel Khan,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,4000016098,BINDING MACHINE,G121130,Stationery Expenses,NLAG,Non-Stock Materials,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230814,Abel Khan,X,Approved,20230815,B,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,1,NO,null,null,null,null
null,00000,2000109089,00010,0,null,null,null,00000000,null,null,null,null,null,430,Abel Khan,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,100000073920,"EYE PROTECTION, SAFETY GOGGLES, DARK",G131190,Goggles,ZCON,Consumables,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230503,Abel Khan,null,In Approval,00000000,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,1,NO,null,Deleted,null,null
null,00000,2000109092,00010,0,null,null,null,00000000,null,null,null,null,null,430,Abel Khan,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,100000073920,"EYE PROTECTION, SAFETY GOGGLES, DARK",G131190,Goggles,ZCON,Consumables,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230503,Abel Khan,null,In Approval,00000000,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,1,NO,null,Deleted,null,null
null,00000,2000126335,00060,0,null,null,null,00000000,null,null,null,null,null,430,Abel Khan,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,4000016136,"TEA BAG, LIPTON (100 PCS/PACK) - GREEN -",G111160,Kitchen & Pantry Consumables,NLAG,Non-Stock Materials,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230814,Abel Khan,X,Approved,20230827,B,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,2,PAK,null,null,null,null
null,00000,2000126351,00060,0,null,null,null,00000000,null,null,null,null,null,430,Abel Khan,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,4000012157,BALL PEN UNIBALL157,G121130,Stationery Expenses,NLAG,Non-Stock Materials,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230814,Abel Khan,X,Approved,20230815,B,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,2,PAK,null,null,null,null
null,00000,2000126351,00240,0,null,null,null,00000000,null,null,null,null,null,430,Abel Khan,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,4000012207,"FLUORESCENT MARKER (HIGHLIGHTER), BLUE (",G121130,Stationery Expenses,NLAG,Non-Stock Materials,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230814,Abel Khan,X,Approved,20230815,B,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,2,PAK,null,null,null,null
null,00000,4000044843,00010,0,null,null,null,00000000,null,null,null,null,null,332,Christian PAT,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,2000008543,TRANSPORTATION CHARGES,G121330,Courier Expenses,SERV,Services,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZSPR,20231018,Christian PAT,X,Approved,20240110,B,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,8,TRP,Closed,Deleted,null,45623.44572
null,00000,6000023744,00050,0,null,null,null,00000000,null,null,null,null,null,332,Christian PAT,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,2000000185,INSURANCE CHARGES,G190000,Insurances,SERV,Services,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZSEM,20231010,Christian PAT,X,Approved,20231225,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,1000,UNT,null,null,null,null
null,00000,2000135217,00010,0,null,null,null,00000000,null,null,null,null,null,430,Abel Khan,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,2000008543,TRANSPORTATION CHARGES,G121330,Courier Expenses,SERV,Services,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20231004,Abel Khan,X,Approved,20231008,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,4,TRP,null,null,null,null
null,00000,6000023753,00010,0,null,null,null,00000000,null,null,null,null,null,332,Christian PAT,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,2000008543,TRANSPORTATION CHARGES,G121330,Courier Expenses,SERV,Services,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZSEM,20231012,Christian PAT,X,Approved,20231022,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,4,TRP,null,null,null,null
null,00000,2000136094,00020,0,null,null,null,00000000,null,null,null,null,null,430,Abel Khan,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,2000001515,SUPPLY OF FOOD,G121430,Food Expenses,SERV,Services,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20231008,Abel Khan,X,Approved,20231010,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,4,NO,null,null,null,null
null,00000,6000023745,00020,0,null,null,null,00000000,null,null,null,null,null,332,Christian PAT,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,2000001515,SUPPLY OF FOOD,G121430,Food Expenses,SERV,Services,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZSEM,20231012,Christian PAT,X,Approved,20231022,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,4,NO,null,null,null,null
null,00000,6000023744,00100,0,null,null,null,00000000,null,null,null,null,null,332,Christian PAT,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,2000006237,Consultancy Service Charges,G201430,Certification Charges,SERV,Services,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZSEM,20231010,Christian PAT,X,Approved,20231225,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,1000,UNT,null,null,null,null
null,00000,2000114625,00030,0,null,null,null,00000000,null,null,null,null,null,430,Abel Khan,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,100000074009,"HAND GLOVES, COTTON (DOTTED) DOUBLE SIDE",G131230,Gloves,ZCON,Consumables,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230603,Abel Khan,X,Approved,20230619,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,200,PAA,null,null,null,null
null,00000,2000121608,00330,0,null,null,null,00000000,null,null,null,null,null,430,Abel Khan,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,100000074009,"HAND GLOVES, COTTON (DOTTED) DOUBLE SIDE",G131230,Gloves,ZCON,Consumables,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230716,Abel Khan,X,Approved,20230722,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,20000,PAA,null,null,null,null
