purchaseorder,po_itemnumber,purchaserequisition,pr_itemnumber,po_serialnumber,po_returnsitem,po_purchasingdoctype,po_purchasingdoctypedesc,po_purchasingdocdate,po_deletionindicator,po_purchasingorg,po_purchasingorgdesc,po_companycode,po_companycodedesc,po_purchasinggroup,po_purchasinggroupdesc,po_vendornumber,po_vendorname,po_vendoraccountgroup,po_vendoraccountgroupdesc,po_supplierclassification,po_countrykey,po_localorinternational,po_plant,po_plantdesc,po_storageloc,po_createdon,po_createdby_name,po_documentyear,po_accountassignmentcat,po_accountassignmentcatdesc,po_accntassignmentcatvaluedesc,po_version,po_incoterms1,po_processingstatuscode,po_processingstatus,po_postingdate,po_approvaldate,po_paymentterms,po_paymenttermsdesc,material,materialdesc,materialgroup,materialgroupdesc,materialtype,materialtypedesc,po_deliverydate,po_unitofmeasure,po_orderpriceunit,po_orderquantity,po_priceunit,po_netprice,po_currency,po_netordervalue,po_netamount,po_deliveredqty,po_deliveredqtyvalue,po_pendingdeliveryqty,po_pendingdeliveryvalue,po_deliverycompleteindicator,po_paymentstatus,po_advancepayment,po_paymentdate,po_headerstatus,po_itemstatus,pr_documenttype,pr_creationdate,pr_createdby_name,pr_approvalstatuscode,pr_approvalstatus,pr_approveddate,pr_processingstatuscode,pr_processingstatus,pr_companycode,pr_companycodedesc,pr_plant,pr_plantdesc,pr_orderqty,pr_unitofmeasure,pr_closedindicator,pr_deletionindicator,recordskipindicator,lastchangedatetime
null,00000,2000116058,00140,0,null,null,null,00000000,null,null,null,null,null,430,Abel Khan,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,100000073997,"COVERALL, UCC, YELLOW COLOR WITH NAME ON",G131290,Coverall,ZCON,Consumables,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230611,Abel Khan,X,Approved,20230619,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,150,NO,null,null,null,null
null,00000,2000116058,00150,0,null,null,null,00000000,null,null,null,null,null,430,Abel Khan,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,100000073995,"COVERALL, UCC, YELLOW COLOR WITH NAME ON",G131290,Coverall,ZCON,Consumables,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230611,Abel Khan,X,Approved,20230619,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,150,NO,null,null,null,null
null,00000,2000121608,00760,0,null,null,null,00000000,null,null,null,null,null,216,Ada Abua,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,100000076638,"SPIRIT LEVEL, ALUMINIUM, SIZE: 600 MM",M031550,Small Tools,ZCON,Consumables,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230716,Ada Abua,X,Approved,20230722,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,120,NO,null,null,null,null
null,00000,2000121608,00770,0,null,null,null,00000000,null,null,null,null,null,216,Ada Abua,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,100000076639,"SPIRIT LEVEL, MAGNETIC, SIZE: 300 MM, SC",M031550,Small Tools,ZCON,Consumables,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230716,Ada Abua,X,Approved,20230722,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,120,NO,null,null,null,null
null,00000,2000121608,00310,0,null,null,null,00000000,null,null,null,null,null,216,Ada Abua,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,100000073924,"EAR PROTECTION, PLUG",G131390,EAR PLUG,ZCON,Consumables,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230716,Ada Abua,X,Approved,20230722,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,2000,NO,null,null,null,null
null,00000,2000121608,00340,0,null,null,null,00000000,null,null,null,null,null,216,Ada Abua,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,100000074011,"HAND GLOVES, LEATHER, DOUBLE PALM",G131230,Gloves,ZCON,Consumables,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230716,Ada Abua,X,Approved,20230722,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,2000,PAA,null,null,null,null
null,00000,2000121608,00860,0,null,null,null,00000000,null,null,null,null,null,216,Ada Abua,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,100000027489,"MEASURING TAPE, S/S, SIZE: 5 MTR",M031500,Accessories & Consumables,ZCON,Consumables,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230716,Ada Abua,X,Approved,20230722,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,36,NO,null,null,null,null
null,00000,2000116058,00050,0,null,null,null,00000000,null,null,null,null,null,430,Abel Khan,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,100000074038,"SAFETY SHOES, LABOUR, SIZE: 43",G131160,Safety Shoes,ZCON,Consumables,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230611,Abel Khan,X,Approved,20230619,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,400,PAA,null,null,null,null
null,00000,2000121608,00490,0,null,null,null,00000000,null,null,null,null,null,216,Ada Abua,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,100000075202,"NYLON STRING, 1MM",M031500,Accessories & Consumables,ZCON,Consumables,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230716,Ada Abua,X,Approved,20230722,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,250,ROL,null,null,null,null
null,00000,2000121608,00600,0,null,null,null,00000000,null,null,null,null,null,216,Ada Abua,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,100000076060,"HAMMER, CARPENTER, WITH FIBER HANDLE, 0.",M031550,Small Tools,ZCON,Consumables,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230716,Ada Abua,X,Approved,20230722,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,250,NO,null,null,null,null
null,00000,2000121608,01070,0,null,null,null,00000000,null,null,null,null,null,430,Abel Khan,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,100000074019,"REFLECTIVE VEST, YELLOW, FREE SIZE",G131260,Jacket,ZCON,Consumables,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230716,Abel Khan,X,Approved,20230722,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,250,NO,null,null,null,null
null,00000,2000121608,00070,0,null,null,null,00000000,null,null,null,null,null,216,Ada Abua,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,100000021807,SAND PAPER 150- BLACK,M050524,Consumables & Miscellaneous,ZCON,Consumables,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230716,Ada Abua,X,Approved,20230722,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,80,NO,null,null,null,null
null,00000,2000114623,00010,0,null,null,null,00000000,null,null,null,null,null,430,Abel Khan,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,100000075862,"""DUCT TAPE, GREY, SIZE: 2"""" X 25 YRD (24 R""",M031500,Accessories & Consumables,ZCON,Consumables,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230603,Abel Khan,X,Approved,20230722,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,48,ROL,null,null,null,null
null,00000,2000114614,00140,0,null,null,null,00000000,null,null,null,null,null,430,Abel Khan,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,100000027466,"""CUTTING DISC, STEEL, SIZE: 9.0"""" (230 MM)""",M031500,Accessories & Consumables,ZCON,Consumables,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230603,Abel Khan,X,Approved,20230615,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,600,NO,null,null,null,null
null,00000,2000114623,00030,0,null,null,null,00000000,null,null,null,null,null,430,Abel Khan,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,100000113625,"MASKING TAPE, SIZE: 1""""",G121130,Stationery Expenses,ZCON,Consumables,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230603,Abel Khan,X,Approved,20230722,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,48,ROL,null,null,null,null
null,00000,2000121608,00180,0,null,null,null,00000000,null,null,null,null,null,216,Ada Abua,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,100000027475,"NYLON TWINE, SIZE: 2 MM",M031500,Accessories & Consumables,ZCON,Consumables,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230716,Ada Abua,X,Approved,20230722,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,1500,ROL,null,null,null,null
null,00000,2000121608,00190,0,null,null,null,00000000,null,null,null,null,null,216,Ada Abua,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,100000076642,"SPONGE, MASONRY",M031500,Accessories & Consumables,ZCON,Consumables,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230716,Ada Abua,X,Approved,20230722,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,1500,NO,null,null,null,null
null,00000,2000121608,00290,0,null,null,null,00000000,null,null,null,null,null,430,Abel Khan,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,100000073919,"EYE PROTECTION, SAFETY GOGGLES, CLEAR",G131190,Goggles,ZCON,Consumables,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230716,Abel Khan,X,Approved,20230722,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,1500,NO,null,null,null,null
null,00000,2000121608,00300,0,null,null,null,00000000,null,null,null,null,null,430,Abel Khan,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,100000073920,"EYE PROTECTION, SAFETY GOGGLES, DARK",G131190,Goggles,ZCON,Consumables,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230716,Abel Khan,X,Approved,20230722,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,1500,NO,null,null,null,null
null,00000,2000114623,00040,0,null,null,null,00000000,null,null,null,null,null,430,Abel Khan,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,100000076252,"MEASURING TAPE, PVC, SIZE: 5 MTR",M031550,Small Tools,ZCON,Consumables,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230603,Abel Khan,X,Approved,20230722,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,70,NO,null,null,null,null
null,00000,2000121608,00690,0,null,null,null,00000000,null,null,null,null,null,216,Ada Abua,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,100000076262,"NAIL PULLER, SIZE: 20 MM X 2'",M031550,Small Tools,ZCON,Consumables,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230716,Ada Abua,X,Approved,20230722,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,70,NO,null,null,null,null
null,00000,2000121608,00010,0,null,null,null,00000000,null,null,null,null,null,216,Ada Abua,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,100000010267,COMBINATION SPANNER SET (6-22MM) CLARKE,E032700,Tools,ZCON,Consumables,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230716,Ada Abua,X,Approved,20230722,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,13,SET,null,null,null,null
null,00000,2000121608,00670,0,null,null,null,00000000,null,null,null,null,null,216,Ada Abua,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,100000076070,"HAND SAW, SIZE: 18""""",M031550,Small Tools,ZCON,Consumables,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230716,Ada Abua,X,Approved,20230722,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,35,NO,null,null,null,null
null,00000,2000121608,00250,0,null,null,null,00000000,null,null,null,null,null,216,Ada Abua,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,100000027484,"TROWEL, PVC, RECTANGULAR",M031550,Small Tools,ZCON,Consumables,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230716,Ada Abua,X,Approved,20230722,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,1200,NO,null,null,null,null
null,00000,2000121608,00460,0,null,null,null,00000000,null,null,null,null,null,216,Ada Abua,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,100000075102,"DRILL BIT, SDS MAX, SIZE: 32MM X 450MM X",M031500,Accessories & Consumables,ZCON,Consumables,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230716,Ada Abua,X,Approved,20230722,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,75,NO,null,null,null,null
null,00000,2000121608,00200,0,null,null,null,00000000,null,null,null,null,null,216,Ada Abua,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,100000076776,"""TROWEL, MASON, SIZE: 6"""" STEEL  (SPOON TY""",M031550,Small Tools,ZCON,Consumables,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230716,Ada Abua,X,Approved,20230722,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,700,NO,null,null,null,null
null,00000,2000121608,00950,0,null,null,null,00000000,null,null,null,null,null,430,Abel Khan,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,100000074037,"SAFETY SHOES, LABOUR, SIZE: 42",G131160,Safety Shoes,ZCON,Consumables,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230716,Abel Khan,X,Approved,20230722,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,130,PAA,null,null,null,null
null,00000,2000121608,01080,0,null,null,null,00000000,null,null,null,null,null,430,Abel Khan,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,100000074032,"SAFETY HELMET, YELLOW",G131130,Safety Helmet,ZCON,Consumables,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230716,Abel Khan,X,Approved,20230722,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,210,NO,null,null,null,null
null,00000,2000121608,00280,0,null,null,null,00000000,null,null,null,null,null,216,Ada Abua,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,100000073918,"DISPOSABLE PLASTIC GLOVES, 100PCS/PKT",G131230,Gloves,ZCON,Consumables,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230716,Ada Abua,X,Approved,20230722,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,50000,NO,null,null,null,null
null,00000,2000116058,00110,0,null,null,null,00000000,null,null,null,null,null,430,Abel Khan,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,100000074019,"REFLECTIVE VEST, YELLOW, FREE SIZE",G131260,Jacket,ZCON,Consumables,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230611,Abel Khan,X,Approved,20230619,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,1400,NO,null,null,null,null
5000019875,00010,null,00000,33041,null,ZSEM,Service PO � Subcon,20230508,L,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,255,John Peters,1000016343,Al Rehab Advanced Trading,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,20230508,Anvar Hussain Mothira Peedikakkal,2023,K,Cost center,ABC - LAG Division,null,DDP,02,02-Draft,20240107,00000000,Z030,30 Days Credit after Invoice S,2000000879,TRANSPORTATION CHARGES,G121330,Courier Expenses,SERV,Services,20230430,UNT,UNT,1,1,11249.2,USD,11249.2,11024.22,0,0,0,0,null,null,null,null,Closed,Deleted,null,00000000,John Peters,null,null,00000000,null,null,null,ABC logistics Limited,null,ABC logistics Limited - LAGOS,0,null,null,null,null,null
5000020056,00010,null,00000,33057,null,ZSEM,Service PO � Subcon,20230517,L,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,101,Abdulahi Taofeek,1000016343,Al Rehab Advanced Trading,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,20230517,Shahul Hameed Mohammed Anas,2023,K,Cost center,ABC - LAG Division,null,DAP,02,02-Draft,20240107,00000000,Z030,30 Days Credit after Invoice S,2000008543,TRANSPORTATION CHARGES,G121330,Courier Expenses,SERV,Services,20230531,TRP,TRP,1,1,11249.2,USD,11249.2,11024.22,0,0,0,0,null,null,null,null,Closed,Deleted,null,00000000,Abdulahi Taofeek,null,null,00000000,null,null,null,ABC logistics Limited,null,ABC logistics Limited - LAGOS,0,null,null,null,null,null
5000020064,00010,null,00000,33059,null,ZSEM,Service PO � Subcon,20230517,L,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,332,Christian PAT,1000016343,Al Rehab Advanced Trading,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,20230517,Javed Ahmed Khan,2023,K,Cost center,ABC - LAG Division,00000001,DAP,05,05-Approved,20240107,20230730,Z030,30 Days Credit after Invoice S,2000008543,TRANSPORTATION CHARGES,G121330,Courier Expenses,SERV,Services,20230531,TRP,TRP,1,1,11249.2,USD,11249.2,11024.22,0,0,0,0,null,null,null,null,Closed,Deleted,null,00000000,Christian PAT,null,null,00000000,null,null,null,ABC logistics Limited,null,ABC logistics Limited - LAGOS,0,null,null,null,null,null
5000020067,00010,null,00000,87742,null,ZSEM,Service PO � Subcon,20230517,L,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,332,Christian PAT,2000003887,Namariq Arabian Services Co. Ltd.,Group B,Foreign Vendors/Sub-Contractor,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,20230517,Javed Ahmed Khan,2023,K,Cost center,ABC - LAG Division,null,DAP,02,02-Draft,20240115,00000000,Z030,30 Days Credit after Invoice S,2000014521,Accommodation Charges,D050000,Speciality Services,SERV,Services,20230331,MON,MON,1,1,22793.02,USD,22793.02,22337.16,0,0,0,0,null,null,null,null,Closed,Deleted,null,00000000,Christian PAT,null,null,00000000,null,null,null,ABC logistics Limited,null,ABC logistics Limited - LAGOS,0,null,null,null,null,45301.61949
5000020064,00020,null,00000,33060,null,ZSEM,Service PO � Subcon,20230517,L,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,332,Christian PAT,1000016343,Al Rehab Advanced Trading,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,20230517,Javed Ahmed Khan,2023,K,Cost center,ABC - LAG Division,00000001,DAP,05,05-Approved,20230523,20230730,Z030,30 Days Credit after Invoice S,2000008543,TRANSPORTATION CHARGES,G121330,Courier Expenses,SERV,Services,20230531,TRP,TRP,1,1,11249.2,USD,11249.2,11024.22,0,0,0,0,null,null,null,null,Closed,Deleted,null,00000000,Christian PAT,null,null,00000000,null,null,null,ABC logistics Limited,null,ABC logistics Limited - LAGOS,0,null,null,null,null,null
5000020064,00030,null,00000,33061,null,ZSEM,Service PO � Subcon,20230517,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,332,Christian PAT,1000016343,Al Rehab Advanced Trading,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,20230517,Javed Ahmed Khan,2023,K,Cost center,ABC - LAG Division,00000001,DAP,05,05-Approved,20230531,20230730,Z030,30 Days Credit after Invoice S,2000008543,TRANSPORTATION CHARGES,G121330,Courier Expenses,SERV,Services,20230604,TRP,TRP,1,1,9781.91,USD,9781.91,9586.27,1,9586.27,0,0,X,Paid,null,"26.02.2023,21.07.2022,02.08.2023,04.06.2023,26.03.2023,16.02.2023,06.11.2023,15.11.2023,30.01.2023,23.01.2023,30.09.2022,31.07.2022,30.03.2022,07.11.2023,11.11.2021,29.08.2021,30.03.2021",Closed,Closed,null,00000000,Christian PAT,null,null,00000000,null,null,null,ABC logistics Limited,null,ABC logistics Limited - LAGOS,0,null,null,null,null,null
5000020064,00040,null,00000,33062,null,ZSEM,Service PO � Subcon,20230517,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,332,Christian PAT,1000016343,Al Rehab Advanced Trading,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,20230517,Javed Ahmed Khan,2023,K,Cost center,ABC - LAG Division,00000001,DAP,05,05-Approved,20230618,20230730,Z030,30 Days Credit after Invoice S,2000008543,TRANSPORTATION CHARGES,G121330,Courier Expenses,SERV,Services,20230615,TRP,TRP,1,1,6625.48,USD,6625.48,6492.97,1,6492.97,0,0,X,Paid,null,"28.03.2021,12.02.2023,17.11.2020,27.08.2020,08.05.2023,06.12.2023,21.12.2023,19.09.2023,28.06.2023,27.12.2023,24.09.2023,09.08.2023",Closed,Closed,null,00000000,Christian PAT,null,null,00000000,null,null,null,ABC logistics Limited,null,ABC logistics Limited - LAGOS,0,null,null,null,null,null
5000020064,00050,null,00000,33063,null,ZSEM,Service PO � Subcon,20230517,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,332,Christian PAT,1000016343,Al Rehab Advanced Trading,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,20230517,Javed Ahmed Khan,2023,K,Cost center,ABC - LAG Division,00000001,DAP,05,05-Approved,20230618,20230730,Z030,30 Days Credit after Invoice S,2000008543,TRANSPORTATION CHARGES,G121330,Courier Expenses,SERV,Services,20230615,TRP,TRP,1,1,25500,USD,25500,24990,1,24990,0,0,X,Paid,null,"22.08.2021,07.12.2021,30.09.2022,23.02.2023,08.05.2023,28.06.2023,09.08.2023,16.08.2023,19.09.2023,21.12.2023",Closed,Closed,null,00000000,Christian PAT,null,null,00000000,null,null,null,ABC logistics Limited,null,ABC logistics Limited - LAGOS,0,null,null,null,null,null
5000020064,00060,null,00000,33064,null,ZSEM,Service PO � Subcon,20230517,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,332,Christian PAT,1000016343,Al Rehab Advanced Trading,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,20230517,Javed Ahmed Khan,2023,K,Cost center,ABC - LAG Division,00000001,DAP,05,05-Approved,20230630,20230730,Z030,30 Days Credit after Invoice S,2000008543,TRANSPORTATION CHARGES,G121330,Courier Expenses,SERV,Services,20230731,TRP,TRP,1,1,8033.5,USD,8033.5,7872.83,1,7872.83,0,0,X,Paid,null,"13.09.2023,09.08.2023,19.07.2023,08.05.2023,23.03.2023,19.12.2023,17.11.2020,30.09.2022,13.02.2023,08.03.2023,09.03.2023",Closed,Closed,null,00000000,Christian PAT,null,null,00000000,null,null,null,ABC logistics Limited,null,ABC logistics Limited - LAGOS,0,null,null,null,null,null
5000020064,00070,null,00000,33065,null,ZSEM,Service PO � Subcon,20230517,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,332,Christian PAT,1000016343,Al Rehab Advanced Trading,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,20230517,Javed Ahmed Khan,2023,K,Cost center,ABC - LAG Division,00000001,DAP,05,05-Approved,20230730,20230730,Z030,30 Days Credit after Invoice S,2000008543,TRANSPORTATION CHARGES,G121330,Courier Expenses,SERV,Services,20230731,TRP,TRP,1,1,7700,USD,7700,7546,1,7546,0,0,X,Paid,null,"31.07.2023,18.07.2023,03.10.2023,25.07.2023",Closed,Closed,null,00000000,Christian PAT,null,null,00000000,null,null,null,ABC logistics Limited,null,ABC logistics Limited - LAGOS,0,null,null,null,null,null
5000020064,00080,null,00000,33066,null,ZSEM,Service PO � Subcon,20230517,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,332,Christian PAT,1000016343,Al Rehab Advanced Trading,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,20230517,Javed Ahmed Khan,2023,K,Cost center,ABC - LAG Division,00000001,DAP,05,05-Approved,20230730,20230730,Z030,30 Days Credit after Invoice S,2000008543,TRANSPORTATION CHARGES,G121330,Courier Expenses,SERV,Services,20230731,TRP,TRP,1,1,75159,USD,75159,73655.82,1,73655.82,0,0,X,Paid,null,"21.11.2021,10.09.2023,03.10.2023,08.08.2023,25.07.2023",Closed,Closed,null,00000000,Christian PAT,null,null,00000000,null,null,null,ABC logistics Limited,null,ABC logistics Limited - LAGOS,0,null,null,null,null,null
